title,platform_name,region_code,amount
Skylanders: SuperChargers,PS3,OT,0.06
NBA 2K10,Wii,OT,0.03
Dungeon Siege III,PS3,OT,0.06
Viking: Battle for Asgard,PS3,OT,0.07
Brunswick Pro Bowling,Wii,OT,0.03
Monster Jam: Urban Assault,DS,OT,0.03
NASCAR Heat,PS,OT,0.03
Bloody Roar,PS,OT,0.03
Disney's Brother Bear,GBA,OT,0.01
Naruto: Clash of Ninja Revolution 2,Wii,OT,0.03
NBA Live 09,PS2,OT,0.05
LEGO Star Wars III: The Clone Wars,PSP,OT,0.09
The House of The Dead III,XB,OT,0.01
Rune Factory: Frontier,Wii,OT,0.04
FIFA 12,3DS,OT,0.05
Ener-G: Gym Rockets,DS,OT,0.03
The Darkness II,X360,OT,0.03
NBA Live 09,PSP,OT,0.06
Dancing with the Stars: We Dance!,DS,OT,0.03
LocoRoco,PSP,OT,0.04
Thrasher Presents: Skate and Destroy,PS,OT,0.03
Are You Smarter than a 5th Grader? Make the Grade,DS,OT,0.03
Donkey Konga 2,GC,OT,0.01
Just Dance 2014,PS4,OT,0.05
Metal Gear Solid: The Legacy Collection,PS3,OT,0.05
Tear Ring Saga Yutona Eiyuu Senki,PS,OT,0.03
Project X Zone,3DS,OT,0.02
Red Faction: Armageddon,X360,OT,0.04
Wipeout 2048,PSV,OT,0.06
Need for Speed: Nitro,DS,OT,0.04
Mystery Case Files: The Malgrave Incident,Wii,OT,0.03
Yoshi Touch & Go,DS,OT,0.03
EA Sports Active 2,X360,OT,0.04
Combat of Giants: Dinosaurs 3D,3DS,OT,0.03
Age of Empires III,PC,OT,0.07
SSX 3,XB,OT,0.01
MLB 15: The Show,PS3,OT,0.07
Madden NFL 2005,GBA,OT,0.01
Custom Robo V2,N64,OT,0.05
Chibi-Robo! Plug into Adventure!,GC,OT,0.01
Dawn of Discovery,PC,OT,0.07
Jampack Winter 2003 (RP-T),PS2,OT,0.05
Dancing with the Stars: We Dance!,Wii,OT,0.03
Kengo: Master of Bushido,PS2,OT,0.04
Blood Omen 2,PS2,OT,0.05
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,OT,0.02
Skylanders Giants,WiiU,OT,0.04
Just Dance 4,WiiU,OT,0.03
Cabela's Dangerous Hunts 2,PS2,OT,0.05
Marvel: Ultimate Alliance,PS3,OT,0.04
SpongeBob vs The Big One: Beach Party Cook Off,DS,OT,0.04
MotoGP 08,PS3,OT,0.08
Imagine: Party Babyz,Wii,OT,0.03
Chessmaster,PS2,OT,0.05
Tiger Woods PGA Tour 14,PS3,OT,0.07
Farming Simulator 2013,X360,OT,0.03
The Dog Island,Wii,OT,0.03
Madden NFL Football,3DS,OT,0.03
The Sims 2,GBA,OT,0.01
Ice Age 2: The Meltdown,PS2,OT,0.05
MLB 14: The Show,PS3,OT,0.04
Auto Modellista,PS2,OT,0.05
Tom Clancy's Ghost Recon 2: Summit Strike,XB,OT,0.01
Junior Classic Games,DS,OT,0.03
Hooked! Again: Real Motion Fishing,Wii,OT,0.03
Tiger Woods PGA Tour 08,PS2,OT,0.05
Karaoke Revolution Presents American Idol Encore,PS2,OT,0.05
Tokimeki Memorial 2,PS,OT,0.03
Samurai Warriors Chronicles,3DS,OT,0.01
Tomb Raider: Legend,X360,OT,0.03
Ice Age: Dawn of the Dinosaurs,DS,OT,0.04
Dance Party: Pop Hits,Wii,OT,0.02
Harry Potter: Quidditch World Cup,GBA,OT,0.01
Saints Row IV,PS4,OT,0.06
Evil Dead: Fistfull of Boomstick,PS2,OT,0.05
One Piece: Unlimited World Red,3DS,OT,0.01
Phantasy Star Ø,DS,OT,0.01
Triple Play 97,PS,OT,0.03
Virtua Tennis 2009,PS3,OT,0.07
Shin Megami Tensei: Nocturne,PS2,OT,0.02
San Francisco Rush: Extreme Racing,PS,OT,0.03
Dragon's Crown,PSV,OT,0.05
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,OT,0.03
Imagine: Salon Stylist,DS,OT,0.04
ESPN College Hoops 2K5,XB,OT,0.01
Looney Tunes: Acme Arsenal,PS2,OT,0.05
Cabela's Dangerous Hunts 2009,Wii,OT,0.03
Fragile Dreams: Farewell Ruins of the Moon,Wii,OT,0.03
Batman: Arkham City,WiiU,OT,0.03
Disney Sing It,PS3,OT,0.04
Peppa Pig: The Game,Wii,OT,0.03
Get Fit with Mel B,PS3,OT,0.07
The Cat in the Hat,GBA,OT,0.01
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,OT,0.03
NFL GameDay 2002,PS2,OT,0.05
Turok: Evolution,GC,OT,0.01
Destiny: The Taken King,X360,OT,0.03
Tamagotchi Connection: Corner Shop 3,DS,OT,0.01
Ice Age,GBA,OT,0.01
Sega Superstars Tennis,PS2,OT,0.28
Headhunter,PS2,OT,0.05
Skate,PS3,OT,0.04
Raving Rabbids: Travel in Time 3D,3DS,OT,0.04
NCAA Football 08,PS3,OT,0.03
Marvel Nemesis: Rise of the Imperfects,GC,OT,0.01
NHL 15,PS3,OT,0.06
ESPN Extreme Games,PS,OT,0.03
Forza Horizon 3,XOne,OT,0.03
Overlord: Dark Legend,Wii,OT,0.04
Ninja: Shadow of Darkness,PS,OT,0.02
SD Gundam G Generation-F,PS,OT,0.02
Bratz: Rock Angelz,PS2,OT,0.05
FlatOut,PS2,OT,0.05
SSX 3,GC,OT,0.01
NCAA Football 11,PS2,OT,0.05
Tales of Zestiria,PS4,OT,0.06
Lilo & Stitch 2: Hämsterviel Havoc,GBA,OT,0.01
Metal Gear Solid: Snake Eater 3D,3DS,OT,0.02
Risk: Global Domination,PS2,OT,0.05
Elite Beat Agents,DS,OT,0.03
NBA 2K7,PS3,OT,0.04
Mobile Suit Gundam version 2.0,PS,OT,0.02
Grandia Xtreme,PS2,OT,0.02
Silent Scope,PS2,OT,0.05
Virtua Tennis 2009,Wii,OT,0.04
Dora The Explorer: Dora Saves the Snow Princess,PS2,OT,0.05
The Incredible Hulk,PS2,OT,0.05
Mercenaries 2: World in Flames,PS2,OT,0.17
Cabela's Big Game Hunter 2012,Wii,OT,0.02
EA Sports MMA,PS3,OT,0.06
Iron Man 2,PSP,OT,0.07
DiRT 2,Wii,OT,0.04
MediEvil II,PS,OT,0.02
Guitar Hero On Tour: Modern Hits,DS,OT,0.04
Hunter: The Reckoning,XB,OT,0.01
MX vs. ATV Untamed,PS2,OT,0.05
Rogue Trip: Vacation 2012,PS,OT,0.02
Tiger Woods PGA Tour 08,PSP,OT,0.09
Pokemon Channel,GC,OT,0.01
Etrian Odyssey IV: Legends of the Titans,3DS,OT,0.01
Moto Racer World Tour,PS,OT,0.02
NCAA Final Four 2000,PS,OT,0.02
Scribblenauts: Unlimited,WiiU,OT,0.03
FIFA 17,PS3,OT,0.05
Saints Row: The Third,PC,OT,0.06
Just Dance 2015,PS4,OT,0.06
Madagascar: Escape 2 Africa,PS2,OT,0.26
ZhuZhu Pets: Featuring The Wild Bunch,Wii,OT,0.03
Petz Rescue: Wildlife Vet,DS,OT,0.03
Green Day: Rock Band,Wii,OT,0.03
Monster Jam: Path of Destruction,DS,OT,0.02
Toukiden: The Age of Demons,PSV,OT,0.03
EyeToy Play 2,PS2,OT,0.05
Dance Dance Revolution Ultramix 3,XB,OT,0.01
WWE SmackDown vs. Raw 2011,PS2,OT,0.07
Need for Speed: Hot Pursuit,PC,OT,0.06
The Legend of Spyro: A New Beginning,DS,OT,0.03
Pro Evolution Soccer 2011 3D,3DS,OT,0.02
Shin Megami Tensei: Devil Survivor Overclocked,3DS,OT,0.02
Dragon Ball Z: Attack of the Saiyans,DS,OT,0.01
Marvel Super Hero Squad,Wii,OT,0.03
The House of the Dead: Overkill - Extended Cut,PS3,OT,0.06
Harry Potter and the Prisoner of Azkaban,GC,OT,0.01
Quake 4,X360,OT,0.03
Petz Rescue: Ocean Patrol,DS,OT,0.03
Puppy Palace,DS,OT,0.03
Super Dragon Ball Z,PS2,OT,0.02
Paws & Claws: Pampered Pets,DS,OT,0.03
ESPN: Sports Connection,WiiU,OT,0.04
Alien: Isolation,PS3,OT,0.07
Naruto Shippuden: Ninja Destiny 2,DS,OT,0.02
SAW,PS3,OT,0.07
The Legend of Spyro: The Eternal Night,DS,OT,0.03
Tobal 2,PS,OT,0.02
Digging for Dinosaurs,DS,OT,0.02
Trivial Pursuit,X360,OT,0.04
Tiger Woods PGA Tour 09,PS2,OT,0.21
Ultimate Spider-Man,GC,OT,0.01
Life is Strange,PS4,OT,0.06
Kingdom Under Fire: Circle of Doom,X360,OT,0.04
NBA Inside Drive 2002,XB,OT,0.01
The BIGS,Wii,OT,0.03
Major League Baseball 2K6,X360,OT,0.03
Kileak: The DNA Imperative,PS,OT,0.02
Petz: Catz 2,PS2,OT,0.05
Mini Ninjas,Wii,OT,0.04
Tom Clancy's The Division,PC,OT,0.03
Hell's Kitchen: The Game,DS,OT,0.03
LEGO Dimensions,XOne,OT,0.03
"Monsters, Inc. Scream Arena",GC,OT,0.01
Reel Fishing III,PS2,OT,0.05
Cabela's Deer Hunt 2005 Season,PS2,OT,0.05
Prince of Persia: The Forgotten Sands,PSP,OT,0.1
Rampage: Total Destruction,PS2,OT,0.05
High Heat Major League Baseball 2003,PS2,OT,0.05
Madden NFL 11,PSP,OT,0.03
Tiger Woods PGA Tour 12: The Masters,Wii,OT,0.03
Rage,PC,OT,0.06
Spider-Man: Friend or Foe,PS2,OT,0.05
Yarudora Series Vol.1: Double Cast,PS,OT,0.02
Dungeon Siege III,X360,OT,0.03
Juiced 2: Hot Import Nights,PSP,OT,0.11
Rec Room Games,Wii,OT,0.02
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,OT,0.05
Custom Robo,GC,OT,0.01
FIFA Soccer 13,PSP,OT,0.1
Command & Conquer: Red Alert 3 Ultimate Edition,PS3,OT,0.06
Harry Potter and the Order of the Phoenix,PSP,OT,0.1
Medieval II: Total War Gold Edition,PC,OT,0.03
Pac-Man World 2,GC,OT,0.01
Barbie Horse Adventures: Blue Ribbon Race,GBA,OT,0.01
Bionic Commando,PS3,OT,0.07
Wanted: Weapons of Fate,X360,OT,0.04
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,OT,0.01
Dishonored,PS4,OT,0.06
Marvel: Ultimate Alliance,PSP,OT,0.03
NFL Street 2 Unleashed,PSP,OT,0.03
FIFA Street 2,PS2,OT,0.04
Theatrhythm Final Fantasy: Curtain Call,3DS,OT,0.02
Trauma Center: Under the Knife,DS,OT,0.03
Xenosaga Episode III: Also sprach Zarathustra,PS2,OT,0.02
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,OT,0.03
Sid Meier's Civilization: Beyond Earth,PC,OT,0.03
Need for Speed: The Run,PC,OT,0.07
Transformers: Dark of the Moon,PS3,OT,0.07
Skylanders SWAP Force,PS4,OT,0.05
LEGO Batman 2: DC Super Heroes,PSV,OT,0.06
Rock Band 4,PS4,OT,0.07
Left 4 Dead 2,PC,OT,0.04
The Sims 2: Castaway,PS2,OT,0.05
NCAA Football 07,PSP,OT,0.03
The Chronicles of Narnia: Prince Caspian,Wii,OT,0.03
Dreamworks Madagascar Kartz,DS,OT,0.03
My Horse & Me,DS,OT,0.03
GoldenEye: Rogue Agent,GC,OT,0.01
Dragon Ball Z: Infinite World,PS2,OT,0.02
Tom Clancy's HAWX 2,X360,OT,0.03
ESPN X Games Skateboarding,PS2,OT,0.05
Resident Evil Zero,PS4,OT,0.05
High Heat Major League Baseball 2004,PS2,OT,0.05
Robots,PS2,OT,0.05
NARC,PS2,OT,0.05
Valkyrie Profile: Lenneth,PSP,OT,0.02
Tiger Woods PGA Tour 09,PSP,OT,0.1
Metro: Last Light,X360,OT,0.03
Tiger Woods PGA Tour 14,X360,OT,0.03
LocoRoco 2,PSP,OT,0.05
Monster Rancher 3,PS2,OT,0.03
The Incredibles: Rise of the Underminer,PS2,OT,0.05
Spider-Man: Shattered Dimensions,X360,OT,0.03
BlazBlue: Calamity Trigger,X360,OT,0.03
MechWarrior 2: 31st Century Combat,PS,OT,0.02
Earth Defense Force 2025,PS3,OT,0.02
Hamtaro: Ham-Ham Heartbreak,GBA,OT,0.01
Okage: Shadow King,PS2,OT,0.04
Press Your Luck 2010 Edition,Wii,OT,0.03
Mobile Suit Z-Gundam,PS,OT,0.02
Speed Racer: The Videogame,DS,OT,0.03
NHL 2K10,Wii,OT,0.03
Assassin's Creed III,WiiU,OT,0.03
Big Bass World Championship,PS,OT,0.02
NFL GameDay 2001,PS2,OT,0.05
NBA 2K6,XB,OT,0.01
Jurassic Park,NES,OT,0.01
Mystical Ninja starring Goemon,N64,OT,0.04
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,OT,0.05
North American Hunting Extravaganza,Wii,OT,0.03
World's Scariest Police Chases,PS,OT,0.02
Guitar Hero: Smash Hits,PS3,OT,0.05
Shaun Palmer's Pro Snowboarder,GBA,OT,0.01
AMF Bowling World Lanes,Wii,OT,0.03
MechAssault 2: Lone Wolf,XB,OT,0.01
Middle-Earth: Shadow of Mordor,PC,OT,0.04
Hamster Club 3,GBA,OT,0.01
Call of Duty: Ghosts,WiiU,OT,0.03
LEGO Racers,PS,OT,0.02
NBA 2K12,Wii,OT,0.02
Teenage Mutant Ninja Turtles: Smash-Up,Wii,OT,0.03
Kinectimals: Now with Bears!,X360,OT,0.03
ESPN NFL Football,XB,OT,0.01
ATV/Monster Truck Mayhem,DS,OT,0.02
Just Dance 2016,X360,OT,0.03
Worms: Open Warfare 2,DS,OT,0.04
Rapala Pro Fishing,PS2,OT,0.05
Dark Void,PS3,OT,0.06
James Bond 007: Legends,PS3,OT,0.07
WWE '12,Wii,OT,0.03
Disney's The Haunted Mansion,PS2,OT,0.05
Arc the Lad: Twilight of the Spirits,PS2,OT,0.05
Dance Dance Revolution 3rdMix,PS,OT,0.02
U-Sing,Wii,OT,0.03
Super Robot Taisen A,GBA,OT,0.01
Chicken Shoot,Wii,OT,0.02
Company of Heroes 2,PC,OT,0.05
Defiance,PS3,OT,0.05
We Sing Deutsche Hits,Wii,OT,0.05
Boxer's Road,PS,OT,0.02
DanceDanceRevolution,Wii,OT,0.02
Harry Potter and the Chamber of Secrets,XB,OT,0.01
EA Sports MMA,X360,OT,0.03
South Park Rally,PS,OT,0.02
Monopoly,PS3,OT,0.04
Mega Man Zero Collection,DS,OT,0.02
Arctic Thunder,PS2,OT,0.05
G-Force,PSP,OT,0.05
NHL 2K10,PS2,OT,0.05
Football Manager Handheld 2010,PSP,OT,0.09
Wonder Pets! Save the Animals!,DS,OT,0.02
Formula 1 Championship Edition,PS,OT,0.02
Shrek,XB,OT,0.01
CSI: Deadly Intent - The Hidden Cases,DS,OT,0.04
SOCOM: Tactical Strike,PSP,OT,0.03
Blasto,PS,OT,0.02
Trauma Center: Second Opinion,Wii,OT,0.03
Backyard Baseball 2006,GBA,OT,0.01
Dark Souls III,XOne,OT,0.03
Cabela's Outdoor Adventures (2006),PS2,OT,0.05
Nicktoons: Unite!,GC,OT,0.01
Suikoden V,PS2,OT,0.02
Remember Me,PS3,OT,0.07
Battalion Wars 2,Wii,OT,0.02
Outlaw Golf 2,PS2,OT,0.05
SpongeBob's Boating Bash,Wii,OT,0.03
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,OT,0.07
Mini Ninjas,PS3,OT,0.06
Tekken Tag Tournament 2,X360,OT,0.03
Batman: Rise of Sin Tzu,PS2,OT,0.05
Disney's Tarzan: Return to the Jungle,GBA,OT,0.01
Cabela's Dangerous Hunts,XB,OT,0.01
Terminator Salvation,X360,OT,0.04
Fossil Fighters: Frontier,3DS,OT,0.01
Star Fox: Zero,WiiU,OT,0.03
Mini Ninjas,DS,OT,0.04
Bloody Roar 3,PS2,OT,0.04
WWE Crush Hour,PS2,OT,0.04
Persona 2: Eternal Punishment,PS,OT,0.02
Star Wars: Flight of the Falcon,GBA,OT,0.01
Pac-Man All-Stars,PS3,OT,0.04
Def Jam Rapstar,Wii,OT,0.02
SimCity Creator,DS,OT,0.03
Hannah Montana: The Movie,Wii,OT,0.04
Angry Birds Star Wars,Wii,OT,0.03
Mega Man ZX Advent,DS,OT,0.02
Jikkyou Powerful Pro Yakyuu 2000,N64,OT,0.06
Sniper: Ghost Warrior 2,PS3,OT,0.07
Racquet Sports,PS3,OT,0.06
Harry Potter and the Deathly Hallows - Part 2,Wii,OT,0.03
Supreme Commander 2,X360,OT,0.03
Resident Evil: Dead Aim,PS2,OT,0.04
Need for Speed Carbon,GC,OT,0.01
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,OT,0.01
SpongeBob SquarePants: The Yellow Avenger,DS,OT,0.02
The Fairly Odd Parents: Shadow Showdown,PS2,OT,0.04
Saban's Power Rangers: Lightspeed Rescue,PS,OT,0.02
Xbox Music Mixer,XB,OT,0.01
WWE All Stars,X360,OT,0.03
The Shoot,PS3,OT,0.06
College Hoops 2K8,PS2,OT,0.04
Guitar Hero: Metallica,PS2,OT,0.04
Guilty Gear X2,PS2,OT,0.02
MotoGP 08,X360,OT,0.04
Yu-Gi-Oh! 5D's Tag Force 5,PSP,OT,0.03
Enemy Territory: Quake Wars,PS3,OT,0.04
Tom Clancy's Rainbow Six: Lockdown,PS2,OT,0.04
From TV Animation One Piece: Tobidase Kaizokudan!,PS,OT,0.02
The Tale of Despereaux,PS2,OT,0.04
Aggressive Inline,PS2,OT,0.04
Karaoke Revolution,PS2,OT,0.04
NFL Street,GC,OT,0.01
Hello Kitty Daily,DS,OT,0.03
Metal Arms: Glitch in the System,PS2,OT,0.04
Farming Simulator 2015,PS4,OT,0.05
Rally Cross 2,PS,OT,0.02
EverGrace,PS2,OT,0.03
Def Jam Icon,X360,OT,0.03
Lunar 2: Eternal Blue Complete,PS,OT,0.02
Rugrats: Royal Ransom,PS2,OT,0.04
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,OT,0.03
MLB 06: The Show,PSP,OT,0.03
F1 Race Stars,PS3,OT,0.08
Over the Hedge,GC,OT,0.01
Naruto Shippuden: Ultimate Ninja Impact,PSP,OT,0.04
Just Dance 2016,PS4,OT,0.06
Charlie and the Chocolate Factory,PS2,OT,0.04
Pirates of the Caribbean: At World's End,DS,OT,0.03
UEFA Euro 2008 Austria-Switzerland,X360,OT,0.03
Kurushi Final: Mental Blocks,PS,OT,0.02
Style Lab: Jewelry Design,DS,OT,0.02
Risk / Battleship / Clue,GBA,OT,0.01
LEGO Pirates of the Caribbean: The Video Game,PSP,OT,0.08
The Wild Thornberrys Movie,GBA,OT,0.01
High School Musical 3: Senior Year DANCE!,PS2,OT,0.04
Dynasty Warriors 5 Empires,PS2,OT,0.03
WipEout 3,PS,OT,0.02
Etrian Odyssey,DS,OT,0.02
Conan,PS3,OT,0.06
Classic NES Series: Ice Climber,GBA,OT,0.01
Skylanders: Trap Team,XOne,OT,0.03
Avatar: The Last Airbender - The Burning Earth,DS,OT,0.03
F.E.A.R.,X360,OT,0.03
Tenchu Z,X360,OT,0.03
Driver 2 Advance,GBA,OT,0.01
Monster Rancher 4,PS2,OT,0.02
Iron Man 2,DS,OT,0.03
Chicken Riot,Wii,OT,0.03
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,OT,0.04
Harry Potter and the Deathly Hallows - Part 2,X360,OT,0.03
MotorStorm: Arctic Edge,PS2,OT,0.25
The Fairly Odd Parents: Shadow Showdown,GBA,OT,0.01
Radiant Historia,DS,OT,0.02
Marvel Super Heroes,PS,OT,0.02
Super Bust-A-Move,PS2,OT,0.04
Hitman: Contracts,XB,OT,0.01
Thunderstrike: Operation Phoenix,PS2,OT,0.04
LEGO Marvel's Avengers,X360,OT,0.03
Kameo: Elements of Power,X360,OT,0.03
Power Rangers Samurai,Wii,OT,0.02
WWE Day of Reckoning 2,GC,OT,0.01
Dynasty Warriors 6 Empires,PS3,OT,0.02
The Urbz: Sims in the City,XB,OT,0.01
The Adventures of Tintin: The Game,Wii,OT,0.04
Bee Movie Game,Wii,OT,0.03
Silent Hill HD Collection,PS3,OT,0.05
Harry Potter and the Half-Blood Prince,PS3,OT,0.06
Tom Clancy's Ghost Recon: Shadow Wars,3DS,OT,0.03
Backstreet Billiards,PS,OT,0.02
MX vs. ATV Untamed,Wii,OT,0.03
Leisure Suit Larry: Magna Cum Laude,PS2,OT,0.04
Harry Potter and the Deathly Hallows - Part 2,PS3,OT,0.05
MVP 06 NCAA Baseball,XB,OT,0.01
Point Blank,PS,OT,0.02
Bookworm,DS,OT,0.02
Smart Girl's Party Game,DS,OT,0.02
Rayman Legends,XOne,OT,0.03
Puzzle Quest: Challenge of the Warlords,DS,OT,0.02
Star Ocean: Second Evolution,PSP,OT,0.02
My Baby Boy,DS,OT,0.03
Tiny Tank,PS,OT,0.02
Jonah Lomu Rugby Challenge,X360,OT,0.04
Spy Hunter,XB,OT,0.01
Angry Birds Star Wars,3DS,OT,0.03
Imagine: Movie Star,DS,OT,0.02
NHL 09,PS3,OT,0.03
Zoo Tycoon (2013),XOne,OT,0.03
Herbie: Fully Loaded,GBA,OT,0.01
The Sims 3: Town Life Stuff,PC,OT,0.05
Teenage Mutant Ninja Turtles,GC,OT,0.01
Pony Friends 2,DS,OT,0.03
Disney Sing It: Pop Hits,PS2,OT,0.22
Buzz! The Ultimate Music Quiz,PS3,OT,0.08
The Eye of Judgment,PS3,OT,0.03
Pirates of the Caribbean: At World's End,X360,OT,0.03
Modnation Racers: Road Trip,PSV,OT,0.05
Dynasty Warriors: Gundam 2,PS2,OT,0.01
Power Rangers Samurai,DS,OT,0.02
Fade to Black,PS,OT,0.02
MXRider,PS2,OT,0.04
Avatar: The Last Airbender,DS,OT,0.03
Battlefield: Hardline,X360,OT,0.03
Delta Force: Black Hawk Down,XB,OT,0.01
Night at the Museum: Battle of the Smithsonian,DS,OT,0.04
World Championship Poker 2: Featuring Howard Lederer,PS2,OT,0.04
Operation Flashpoint: Red River,PS3,OT,0.05
Ninja Blade,X360,OT,0.03
Tom Clancy's Ghost Recon Advanced Warfighter,XB,OT,0.01
Transformers: Revenge of the Fallen (DS Versions),DS,OT,0.03
Fracture,X360,OT,0.04
Tokyo Highway Battle,PS,OT,0.02
Pandora's Tower,Wii,OT,0.03
Binary Domain,PS3,OT,0.03
The King of Fighters XIII,X360,OT,0.03
Beyond Good & Evil,PS2,OT,0.04
Banjo-Kazooie: Grunty's Revenge,GBA,OT,0.01
Bomberman World,PS,OT,0.02
The X-Factor,Wii,OT,0.04
Digimon World: Dawn / Dusk,DS,OT,0.01
Street Fighter Alpha 3 MAX,PSP,OT,0.03
Untold Legends: The Warriors Code,PSP,OT,0.08
Virtua Tennis 2009,X360,OT,0.03
Deathtrap Dungeon,PS,OT,0.02
Wipeout 2,Wii,OT,0.02
Iron Man 2,Wii,OT,0.03
Ape Escape Academy,PSP,OT,0.05
The Darkness II,PS3,OT,0.05
SingStar Take That,PS3,OT,0.03
Marvel: Ultimate Alliance 2,Wii,OT,0.03
Ultimate Marvel vs. Capcom 3,PSV,OT,0.05
WWE Wrestlemania XIX,GC,OT,0.01
Planet Puzzle League,DS,OT,0.01
The Sims 2,GC,OT,0.01
Hulk,XB,OT,0.01
Naruto: Rise of a Ninja,X360,OT,0.03
Chicken Blaster,Wii,OT,0.02
Family Party: 90 Great Games Party Pack,Wii,OT,0.02
Klonoa 2: Lunatea's Veil,PS2,OT,0.03
Deus Ex: Invisible War,XB,OT,0.01
Resonance of Fate,X360,OT,0.03
Hell's Kitchen: The Game,Wii,OT,0.03
Disney's Treasure Planet,PS2,OT,0.04
NASCAR Thunder 2002,XB,OT,0.01
Jeanne d'Arc,PSP,OT,0.02
NCAA Basketball 10,PS3,OT,0.03
BeatMania Append GottaMix,PS,OT,0.02
Dead or Alive 5,PS4,OT,0.04
Tak 2: The Staff of Dreams,GC,OT,0.01
Rugby World Cup 2011,PS3,OT,0.08
Medal of Honor: Warfighter,PC,OT,0.04
Kelly Slater's Pro Surfer,PS2,OT,0.04
Shrek SuperSlam,GBA,OT,0.01
Sonic Boom: Rise of Lyric,WiiU,OT,0.03
Legends of Wrestling II,PS2,OT,0.04
World Stadium 3,PS,OT,0.02
Little Deviants,PSV,OT,0.05
Silent Hill: Downpour,X360,OT,0.03
Night at the Museum: Battle of the Smithsonian,Wii,OT,0.03
Capcom Classics Collection Reloaded,PSP,OT,0.03
Madden NFL 09,DS,OT,0.03
MLB 09: The Show,PS2,OT,0.04
Deus Ex: Mankind Divided,PS4,OT,0.05
Cool Boarders 2001,PS2,OT,0.04
Classic NES Series: Castlevania,GBA,OT,0.01
Dragon Ball Z: Battle of Z,PS3,OT,0.05
Scooby-Doo! First Frights,PS2,OT,0.16
Fight Night Round 3,XB,OT,0.01
GT Advance Championship Racing,GBA,OT,0.01
Way of the Samurai 2,PS2,OT,0.01
FIFA Street 3,PS3,OT,0.06
Battlestations: Pacific,X360,OT,0.03
Pitfall 3D: Beyond the Jungle,PS,OT,0.02
Disgaea 2: Cursed Memories,PS2,OT,0.02
Cabela's Dangerous Hunts 2011,PS3,OT,0.03
DECA Sports Freedom,X360,OT,0.02
Clock Tower 3,PS2,OT,0.03
Goosebumps HorrorLand,DS,OT,0.02
Phineas and Ferb: Across the 2nd Dimension,PS3,OT,0.05
Call Of Duty 2: Big Red One,GC,OT,0.01
Elebits,Wii,OT,0.02
"Warhammer 40,000: Squad Command",PSP,OT,0.08
F1 2013,X360,OT,0.03
Disgaea: Hour of Darkness,PS2,OT,0.04
NeoGeo Battle Coliseum,PS2,OT,0.04
SSX Blur,Wii,OT,0.03
DiRT 2,PSP,OT,0.09
Vin Diesel: Wheelman,PS3,OT,0.06
SpongeBob SquarePants: Creature from the Krusty Krab,GC,OT,0.01
My Baby: First Steps,DS,OT,0.02
MLB 08: The Show,PSP,OT,0.02
The Black Eyed Peas Experience,X360,OT,0.03
Parodius,PS,OT,0.02
Spy Kids 3-D: Game Over,GBA,OT,0.01
1001 Touch Games,DS,OT,0.04
NCAA GameBreaker 2001,PS,OT,0.02
Power Rangers: Ninja Storm,GBA,OT,0.01
Angry Birds Star Wars,PS3,OT,0.06
Naruto: Gekito Ninja Taisen! 4,GC,OT,0.01
Despicable Me: The Game,Wii,OT,0.03
Golden Axe: Beast Rider,X360,OT,0.03
MySims SkyHeroes,DS,OT,0.03
MVP Baseball 2005,GC,OT,0.01
"Carnival Games: Monkey See, Monkey Do!",X360,OT,0.03
Eternal Sonata,X360,OT,0.02
DX Game of Life 2,PS,OT,0.02
EA Playground,DS,OT,0.03
NBA Live 96,PS,OT,0.02
Clash of the Titans,PS3,OT,0.06
Folklore,PS3,OT,0.03
Dragon Ball Z: Extreme Butoden,3DS,OT,0.02
Sniper Elite 3,XOne,OT,0.03
Teen Titans,GC,OT,0.01
Dead Rising 2: Off the Record,PS3,OT,0.03
Etrian Odyssey III: The Drowned City,DS,OT,0.01
LEGO The Lord of the Rings,PSV,OT,0.07
NBA Live 06,GC,OT,0.01
Karaoke Revolution Presents American Idol Encore 2,Wii,OT,0.02
Batman: Arkham Origins,WiiU,OT,0.03
Discovery Kids: Puppy Playtime,DS,OT,0.02
Dr. Mario / Puzzle League,GBA,OT,0.01
Bleach: Shattered Blade,Wii,OT,0.02
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,OT,0.02
Major League Baseball 2K6,XB,OT,0.01
Pinball Hall of Fame: The Gottlieb Collection,PS2,OT,0.04
God of War Collection,PSV,OT,0.07
Dead Space 2,PC,OT,0.05
Def Jam Rapstar,PS3,OT,0.03
Overlord II,X360,OT,0.03
NBA 2K10,PSP,OT,0.03
J Stars Victory Vs.,PS3,OT,0.02
