game_title,score,source
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,8.0,Lloyd LLC
Gumby vs. the Astrobots,5.4,"Miller, Hull and Allison"
Trine 2,9.9,Howell-King
Doraemon: Shin Nobita no Nihon Tanjou,7.4,Davis PLC
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,9.3,"Bautista, Douglas and Livingston"
Worms: Ultimate Mayhem,9.9,Bradford Group
Chaos;Head Noah,9.5,Rice Group
Tears to Tiara Anecdotes: The Secret of Avalon,9.6,Brown-Myers
Legasista,6.4,Conway-King
Fatal Fury: Battle Archives Volume 1,6.5,Ross and Sons
The Night of the Rabbit,8.1,"Moore, Martinez and Price"
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,7.3,"Cardenas, Li and Morales"
Music Maker: Rockstar,8.4,"Jacobs, Olson and Garcia"
Fading Shadows,7.0,Flores-Green
Formula 1 06,6.1,"Johnson, Salazar and Hall"
Without Warning,8.4,Smith Ltd
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",7.3,Smith PLC
Age of Mythology: The Titans,8.4,"Alvarez, Lawrence and Cruz"
Fighting Vipers 2,9.4,"Rodriguez, Harrison and Butler"
12-Sai. Koisuru Diary,7.3,"Taylor, Palmer and Perry"
Castlevania: Lords of Shadow - Reverie,6.8,Wyatt PLC
Napoleon Dynamite: The Game,8.1,"Burns, Pitts and Deleon"
Beatdown: Fists of Vengeance,9.8,Johnson-Wilson
Enchanted Arms (JP sales),7.4,Hunter Ltd
Monster Force,6.4,Martinez Ltd
World of Goo,7.4,Sims Group
Onsei Kanjou Sokuteiki: Kokoro Scan,6.4,Booth Ltd
Clock Zero: Shuuen no Ichibyou Portable,5.7,Willis LLC
San Goku Shi DS 3,5.7,"Smith, Acosta and Monroe"
Trick x Logic: Season 2,9.5,Freeman Inc
Challenge Me: Word Puzzles,7.1,Gonzalez-Santos
Hakuouki: Zuisouroku,7.1,Thornton Group
World in Conflict,8.5,Leach-Thomas
Derby Tsuku 5: Derby Uma o Tsukurou!,8.4,"Daniels, Everett and West"
S.T.A.L.K.E.R.: Clear Sky,9.1,Cox-Powers
SD Gundam Force: Showdown!,7.3,Wilson LLC
Ray Gigant,9.7,Villarreal-Williams
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,6.0,Cortez Inc
Flow: Urban Dance Uprising,6.5,Gilbert-Sullivan
Ailu de Puzzle,7.4,Garcia Ltd
World in Conflict: Complete Edition,9.9,"Kelly, Holmes and Jackson"
True Pinball,5.3,Adams and Sons
Jane's Hotel,5.7,Smith Group
Stadium Games,8.0,Woods-Horton
Power Play Pool,6.5,Perez-Patterson
J-League Pro Striker 2,6.2,Smith-Miller
Caesar III,7.7,Washington PLC
Super Robot Taisen: Scramble Commander the 2nd,9.2,Bruce-Wilson
Mahjong Taikai,9.0,Webb-Horn
Espgaluda II Black Label,6.6,Ward-Anderson
Hot Potato!,8.2,"Morgan, Gonzalez and Glover"
Kiniro no Corda 2 f,5.3,"Orr, Garcia and Richard"
Swords,7.4,Melton Inc
Deception III: Dark Delusion,5.8,Steele-Underwood
Gothic Universe,7.8,"Johnson, Lin and Ward"
Ultimate Game Room,7.2,Robinson Inc
Nobunaga's Ambition II,8.3,"Chambers, Peterson and Nelson"
DarkStar One,8.6,"Carter, Perez and Carey"
Half-Minute Hero 2,6.3,Ramos-Reynolds
Clockwork Empires,7.0,Martinez Ltd
Monster Kingdom: Jewel Summoner,5.9,"Holmes, Williams and Mitchell"
Cook Wars,5.6,Jackson-Walker
Kuroshitsuji: Phantom & Ghost,9.3,Taylor Group
Petz: Catz Playground,8.1,Jacobs-Meyer
Pirates: Duels on the High Seas,8.0,Le LLC
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,7.1,Soto-Olson
Sins of a Solar Empire: Trinity,5.4,Gray-Preston
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,7.5,Webb-Burgess
Mahjong 300,5.7,"Hart, Aguilar and Brown"
Sega Arcade Gallery,7.2,Ortega PLC
Crazy Machines,9.7,Rogers and Sons
Astrology DS,9.8,Wright LLC
"My World, My Way (US sales)",7.6,"White, Bonilla and Garcia"
Planescape: Torment,6.4,Gibson Inc
Tao Adventure: Curse Demon,7.0,Lambert-Hunt
Aegis of Earth: Protonovus Assault,5.9,Moore-Allen
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,5.1,"Holt, Cook and Williams"
A Game of Thrones: Genesis,5.6,Knapp Ltd
Hotel Giant 2,7.4,Phillips LLC
NHRA Drag Racing: Countdown to the Championship,8.5,Kennedy Inc
Black Stone: Magic & Steel,8.7,Maldonado-Mcdonald
Puyo Pop Fever(us sales),8.1,"Jones, Porter and Miller"
Assassin's Creed Chronicles: China,8.2,Torres Ltd
Harukanaru Toki no Naka de: Maihitoyo,6.4,Taylor Group
Painkiller: Hell Wars,7.4,Ward-Browning
Housekeeping,9.0,"Blanchard, Vaughn and Hanson"
FunkMaster Flex's Digital Hitz Factory,7.0,Stevens LLC
Sangoku Koi Senki: Otome no Heihou!,7.7,Peters-Holder
Batman: A Telltale Game Series,9.2,"Velazquez, Wyatt and Kennedy"
Castlevania Bloodlines,8.9,Hernandez Inc
Hakuouki: Zuisouroku DS,9.7,Wright-Butler
Might & Magic X: Legacy,5.4,Rodriguez Ltd
Luminous Arc 3,6.0,Carter and Sons
Rebel Raiders: Operation Nighthawk,9.1,"Price, Kent and Castillo"
Turbo: Super Stunt Squad,8.8,Elliott-Beasley
Zenkoku Dekotora Matsuri,6.4,"Monroe, Dickson and Fuentes"
Alienators: Evolution Continues,9.6,"Smith, Nicholson and Hill"
Onechanbara Z Kagura,5.8,Ramos Group
Marines: Modern Urban Combat,7.4,Woods-Harris
DoraMoji: Nobita no Kanji Daisakusen,5.1,Fields Ltd
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,5.6,Newton Inc
Supreme Ruler: Cold War,6.0,Cantrell Ltd
Travel Coach: Europe 1,7.8,"Short, Cain and Scott"
The Idolmaster: Gravure For You! Vol. 4,6.7,Carlson-Wheeler
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,6.0,"Kennedy, Rivera and Frank"
Asterix & Obelix: Kick Buttix,5.7,Murillo-Davis
Radiant Silvergun,8.6,Morris-Chang
Bounty Hounds,8.4,Wallace-Carlson
Care Bears - Care Quest,7.8,Kennedy Group
Cooking Mama: My Sweets Shop,7.7,Vega-Mahoney
Championship Manager Season 01/02,8.1,"Kim, Wilson and Ryan"
Even in a Game Listen to Me Girls. I Am Your Father!,6.3,"Wu, Martin and Sweeney"
Tokyo Majin Gakuen: Kenfuuchou,9.9,Williams and Sons
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,8.4,"Bolton, Espinoza and Brown"
Zatch Bell! Electric Arena,5.1,Byrd-Jones
Boulder Dash: Rocks!,5.8,"Bailey, Ballard and Smith"
The Void,9.9,"Evans, Holmes and Miller"
Daito Giken Premium Pachi-Slot Collection: Yoshimune,6.3,"Cole, Lee and Phillips"
Maximum Racing: Drag & Stock Racer,8.9,"Miles, Campbell and Myers"
Sky Dancers,8.3,"Patrick, Franklin and Vance"
Resident Evil 4 HD,6.7,Robertson-Davidson
Clever Kids: Pirates,7.3,Wilson Ltd
Tour de France 2014,6.8,"Solomon, Hall and Vaughn"
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,9.8,"Castro, Thompson and Ortega"
The Legend of Heroes: Trails in the Sky SC Evolution,7.8,Levy PLC
Wangan Midnight,5.1,Davis-Simmons
ESPN NBA 2Night 2002,8.4,Lam LLC
Kekkaishi: Kokubourou no Kage,7.5,"Collins, Gilbert and Navarro"
Trap Gunner: Countdown to Oblivion,7.4,Huang PLC
Mame Goma: Shiro to Kuro no Meikyuu,6.1,Nguyen Ltd
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,5.9,Coffey Inc
Harukanaru Toki no Naka de Yumenoukihashi Special,6.3,"Bell, Neal and Andrews"
Rise of Nations: Rise of Legends,9.8,Estes-Davila
Sabre Wulf,9.3,Garrett-Martinez
Tsuyo Kiss: Mighty Heart,8.4,Sullivan-Garza
Zoo Tycoon,8.5,"Wiley, Brown and Deleon"
Gacharoku,6.5,"Harris, Hernandez and Martin"
Cake Mania: Baker's Challenge,7.5,Suarez-Brown
Zoo Vet: Endangered Animals,5.3,Gibson LLC
Deer Drive: Legends,6.2,Anderson-Deleon
Criminal Girls 2,9.9,"Clark, Tyler and Bass"
SD Gundam G Generation: Gather Beat 2,8.9,"Hopkins, Sexton and Hickman"
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,8.8,Morris-Chavez
Diabolik Lovers: Dark Fate,8.8,Estrada and Sons
Battle Engine Aquila,6.2,Sutton LLC
Astonishia Story,5.7,"Bennett, Greene and Foster"
Special Forces: Nemesis Strike,7.1,Stanley-Malone
Women's Volleyball Championship,9.3,Brown-Martinez
Junior Island Adventure,9.3,Benitez-Wagner
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,7.9,"Parker, Yang and Lopez"
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,6.0,Hughes-Harrell
Sacra Terra: Angelic Night,9.3,Gonzalez-Stephens
Battle Assault 3 featuring Gundam Seed,5.5,"Collins, Costa and Ramirez"
Crimson Tears,5.4,Keller Group
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,5.4,Duncan-Kelley
Batman Forever: The Arcade Game,6.7,"Smith, Graham and Smith"
Romance of the Three Kingdoms (3DS),10.0,Anderson PLC
Electroplankton,6.7,"Collins, Davis and Martinez"
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,7.6,Roy-Farley
Mashiro Iro Symphony: *mutsu-no-hana,7.8,"Simpson, Brennan and Richardson"
Monster Guardians,5.0,Banks LLC
Sunday vs Magazine Shuuketsu! Choujou Daikessen,10.0,"Bartlett, Williams and Oliver"
An American Tail: Fievel's Gold Rush,9.9,Lee Ltd
Dead or Alive Xtreme 3: Venus,8.8,"White, Miller and Gonzalez"
Diabolik Lovers: More Blood,5.3,"Smith, West and Sloan"
Magna Carta Portable,5.8,Phillips PLC
Crazy Chicken: Star Karts,9.4,"Hutchinson, Price and Walker"
Detective Conan: Phantom Rhapsody,8.4,Chan-Moreno
Super Dodgeball Brawlers (jp sales),7.5,Gonzalez PLC
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,6.1,Garcia-Smith
M&Ms Shell Shocked,9.5,Carlson-Medina
RACE On,8.5,Morales and Sons
K-On! After School Live!! HD Ver.,6.5,Maldonado-Thomas
Metal Gear Solid: The Essential Collection (JP sales),9.5,Carter-Andrews
3D Baseball,8.4,Spencer-Jones
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,6.7,Irwin-Henry
First Queen: Ornic Senki,5.0,Nichols-Whitney
Dream C Club Zero,8.4,Ibarra Group
Shining Stars,8.5,"Young, Rodgers and Bryant"
Tail Concerto,6.0,Williams Ltd
James Pond: Codename Robocod,5.7,"Taylor, Holland and Lane"
Yumi's Odd Odyssey,6.8,Pierce Group
Night Head: The Labyrinth,5.7,King Inc
JoJo's Bizarre Adventure: Eyes of Heaven,7.4,Jacobs Group
Angler's Club: Ultimate Bass Fishing 3D,5.1,"Miller, Nunez and Wallace"
Utawarerumono Portable,7.2,Davis and Sons
Gaia Saver Hero Saidai no Sakusen,6.8,Campbell Ltd
EverBlue 2,8.7,"Bennett, Mason and Mendoza"
Emma at the Farm,9.7,"Perkins, Meyers and Ryan"
NASCAR Heat Evolution,8.3,Butler-Fernandez
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,7.3,Perez LLC
The Sims 2: Glamour Life Stuff,7.8,"Oneill, Randolph and Arroyo"
Safari Adventures: Africa,5.5,Lawrence Ltd
Yumeiro Patissiere: My Sweets Cooking,8.9,"Thompson, Thompson and Foley"
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,6.0,Wilson-Kim
Maximum Racing: GP Classic Racing,7.5,Flynn PLC
Rugby League Live 3,9.6,Greer-Estes
PowerSlave,9.3,Thomas Inc
Project Gotham Racing 2 (JP weekly sales),9.8,"Collins, Yates and Pierce"
Ukiyo no Shishi,9.3,Harvey and Sons
The Binding of Isaac,5.7,"Poole, Alvarez and Allen"
CT Special Forces,6.4,"Wagner, Fox and Gomez"
FIFA World Cup: Germany 2006,6.5,"Houston, Boyle and Duke"
Jewel Master: Cradle of Rome,6.2,Reeves-Henry
Beastly,9.3,"Richardson, Valentine and Wiley"
Crash Time: Autobahn Pusuit,5.4,"Sanchez, Benitez and Deleon"
Earthworm Jim 2,9.3,Steele LLC
Garfield: A Tale of Two Kitties,7.6,Stephens-Lopez
Tamagotchi no Doki Doki Dream Omisecchi,9.7,"Norton, Olson and Taylor"
Toushin Toshi,5.2,Ali-Ross
Suujin Taisen,6.9,"Perez, Hughes and Washington"
Street Supremacy,6.5,"Bryant, Smith and Silva"
Combat Mission: Shock Force,6.5,Morgan-Paul
Rome: Total War - Gold Edition,6.6,"Rollins, Haynes and Harris"
House M.D.,8.4,Gallagher-Ramirez
Mystery Case Files: Ravenhearst,6.3,Wells-Morales
YoKai Watch Dance: Just Dance Special Version,8.1,"Brooks, Sanders and Reyes"
River King: Mystic Valley (jp sales),6.0,Flores-Casey
Jig-A-Pix: Wild World,6.1,"Nichols, Parker and Dixon"
Best Friends Tonight,10.0,Hogan-Watkins
Beyond the Labyrinth,9.9,Campbell-Brown
Living Legends: Frozen Beauty,8.0,Barrett-Davis
.hack: Sekai no Mukou ni + Versus,7.0,Schultz Group
Sea Park Tycoon,6.9,Hopkins-Dorsey
Disney Sports Soccer,5.9,Randolph-Gomez
Cooking Mama 5: Bon Appetit!,6.0,"Brown, Martin and Ray"
Mame Goma: Honobo no Nikki,6.0,Rodriguez and Sons
Nancy Drew: Alibi In Ashes,8.5,"Ward, Price and Henderson"
Ultimate Block Party,6.3,Smith Group
Disney's Hide & Sneak,5.1,Berger-Nelson
Nobunaga no Yabou: Kakushin with Power-Up Kit,8.5,Wall Group
Raw Danger!,6.6,"Chandler, Reynolds and Rollins"
Arthur and the Invisibles,9.3,"Thompson, Dunn and Luna"
Flipper Critters,8.4,Barker-Long
Medarot 9: Kabuto Ver. / Kuwagata Ver.,8.3,Bishop-Vincent
Monster Rancher Hop-A-Bout,8.1,"Nash, Allison and Moran"
Foto Showdown,8.2,Nguyen Group
Custom Beat Battle: Draglade 2,7.4,Nguyen and Sons
Gotouchi Kenkei DS,5.8,Sullivan-Krueger
Bikkuriman Daijiten,7.7,Craig-Martinez
Accel World: Ginyoku no Kakusei,6.0,Walls Inc
Elf Bowling 1 & 2,5.7,Thornton-Kelly
Men of War,6.6,Shaffer Ltd
Toy Shop,7.5,Diaz and Sons
Metroid Prime: Federation Force,7.6,"Mitchell, Stewart and Patterson"
GunGriffon: Allied Strike,7.1,"Cisneros, Davis and Taylor"
Vitamin X Evolution,8.9,Williams Group
Saru! Get You! SaruSaru Daisakusen,6.8,"Pugh, Freeman and Hodges"
Sonic Boom: Fire & Ice,7.7,"Whitaker, Fox and Watkins"
The Flintstones: Big Trouble in Bedrock,7.4,Smith PLC
Hallowed Legends: Samhain,6.6,"Perry, Wilson and Maynard"
Captain Morgane and the Golden Turtle,6.3,Tucker-Vance
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,6.0,Kane LLC
Silverlicious,9.5,"Harrington, Guerrero and Huang"
Majesty 2: The Fantasy Kingdom Sim,7.7,Francis Inc
Gakusen Toshi Asterisk Festa: Houka Kenran,6.2,Edwards-Rosales
BeatMania IIDX 14 Gold,8.1,"Flores, Huynh and Baird"
PopCap Arcade Vol 2,9.2,"Kane, Anderson and Ward"
Toriko: Ultimate Survival,6.3,Moreno LLC
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,5.9,"Martin, Stewart and Jones"
Vegas Casino,9.8,"Lopez, Woodard and Marquez"
Madou Monogatari,9.5,Johnson Ltd
Smart Girl's Winter Wonderland,8.4,Butler-Lowe
Tork: Prehistoric Punk,5.2,Rose LLC
Togainu no Chi: True Blood,5.8,Roberts and Sons
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,5.2,"Daniel, Shelton and Perkins"
Chicken Shoot 2,7.8,Bush-Velasquez
Neverwinter Nights,5.1,"Petersen, Watson and Dalton"
East India Company Collection,9.0,"Johnson, Jones and Olson"
The Inner World,5.8,"Williams, Hamilton and Ray"
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,9.4,Hicks-Martin
Underground Pool,8.1,"Elliott, Weaver and Mcgee"
Classic Dungeon: Fuyoku no Masoujin,6.6,"Johnson, Smith and Carter"
Alter Ego,7.9,Rogers Inc
Rampo,6.6,Ramos Group
River City Super Sports Challenge,7.3,Miller PLC
My Pet Shop (JP sales),5.5,"Shelton, Zimmerman and Stevenson"
Exstetra,5.4,"Cantrell, Carter and Thomas"
Konami Classics Series: Arcade Hits,9.0,"Pena, Macias and Flynn"
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,5.6,Bray and Sons
SingStar Chartbreaker,8.8,"Carrillo, Burns and Meadows"
Hiiro no Kakera 2: Hisui no Shizuku,8.0,Brewer PLC
Sorcery Saga: The Curse of the Great Curry God,5.6,"Hahn, Kaufman and Haynes"
SingStar Fussballhits,6.0,Thornton Inc
A Good Librarian Like a Good Shepherd: Library Party,8.0,"Liu, Reynolds and Meyers"
Dance Factory,6.9,Fox LLC
Montessori Music,8.7,Simpson LLC
Totally Spies!,7.1,Adams-Jenkins
DragonHeart: Fire & Steel,6.8,"Maxwell, Kramer and Robinson"
Nishijin Pachinko Monogatari 2,8.7,Cervantes Group
Gal Gun: Double Peace,7.8,"Butler, Vazquez and Collins"
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,8.1,Stevens Ltd
The Legend of Heroes III: Song of the Ocean,6.6,"Hensley, Price and Hays"
Dungeon Maker: Hunting Ground,5.4,Rush-Campos
Mushihimesama Futari Ver 1.5,9.9,Campos-Rivers
Lock On: Modern Air Combat,9.2,"Gomez, Aguilar and Gilbert"
Toaru Majutsu no Kagaku no Ensemble,6.4,Kelley-Walter
Super Meat Boy: Ultra Edition!,7.3,"Thompson, Marshall and Lawson"
Brothers Conflict: Brilliant Blue,7.5,Yu PLC
Hajime no Ippo: The Fighting! (2014),9.5,Johnson LLC
Eyeshield 21: Field Saikyou no Senshi Tachi,5.5,"Obrien, Spencer and Wilson"
Fullmetal Alchemist: Brotherhood,9.0,Cooper-Edwards
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,5.0,"Saunders, Gordon and Burns"
Medabots 9: Metabee / Rokusho,7.9,"Clements, Thomas and Williams"
Doodle Hex,9.9,"Oconnor, Marquez and Knight"
Homeworld 2,5.0,Rodriguez-Rogers
Hakuoki Zuisouroku Omokage Hana,5.9,Weaver Group
Hearts of Iron IV,8.3,Owens LLC
thinkSMART FAMILY!,8.3,"Harper, Baker and Elliott"
Last Escort: Club Katze,6.1,Sanchez-Ward
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,5.0,Jacobs Group
Otometeki Koi Kakumei * Love Revo,5.0,Robinson Ltd
Phantasy Star Online 2 Episode 4: Deluxe Package,6.0,Ferguson-Rich
Timmy Time,6.7,Daniels-Gutierrez
Infinite Stratos 2: Ignition Hearts,5.4,"Miller, Hood and Joseph"
Airship Q,6.4,Taylor-Jones
Otomedius Gorgeous,5.8,Wright-Brown
Jikandia: The Timeless Land,5.5,Singleton Group
Egg Mania: Eggstreme Madness,5.2,Jackson Ltd
Boot Camp Academy,8.2,Page Ltd
Zero Escape: Virtue's Last Reward,9.4,"Montgomery, Lester and Scott"
Darkstalkers Resurrection,7.0,"Nash, Stevens and Kelly"
Take On Helicopters,7.6,Evans Group
Highschool Terra Story,9.7,Juarez Group
Emergency! Disaster Rescue Squad,9.5,Burgess LLC
Empire Earth II,5.5,Cox-Rodriguez
Suggoi! Arcana Heart 2,6.9,Perry LLC
Mother Goose no Himitsu no Yakata,5.4,Miller and Sons
Winning Post 7 2009,9.3,"Reynolds, Gonzales and Williams"
Knights of Honor,8.6,Adkins Group
Puzzle & Action: Tant-R,7.9,"Richards, Mccarthy and Cohen"
Away: Shuffle Dungeon,9.1,Clements-Miller
Bubble Bobble Evolution,9.5,Jones-Ward
Codename: Panzers Cold War,8.4,Cabrera-Miller
Kekkaishi: Kokubourou Shuurai,7.8,"Cruz, Johns and Lin"
Shugo Chara! Amunonijiro Chara Change,6.4,"Jones, Graham and Stokes"
Galleon: Islands of Mystery,5.4,Hamilton Group
Renai 0 Kilometer,5.2,Odonnell-Newton
World Sports Competition,10.0,"Myers, Griffith and Hawkins"
Tantei Jinguuji Saburo DS: Kienai Kokoro,8.5,"Jordan, Freeman and May"
Far East of Eden Shinden,7.0,"Benitez, Strickland and Ward"
Sunny Garcia Surfing,6.5,"Haney, Robinson and Johnson"
MotorHead,5.6,James-Hoffman
Alia's Carnival! Sacrament,6.0,Gibson PLC
Nacho Libre,5.9,Cooper-Cameron
StormLover,8.4,"Burnett, Shelton and Gilbert"
Gensou Suikoden I & II,9.5,Harper-Lopez
Gloria Union,5.4,Miller Group
Ebikore Photo Kano Kiss,6.7,"Dudley, Miller and Martinez"
Bad Apple Wars,8.7,Ibarra Ltd
Eyeshield 21: DevilBats DevilDays,8.9,Leonard-Lopez
Jyuzaengi: Engetsu Sangokuden,5.3,"Sellers, Waller and Moore"
Shin Sangoku Musou Online: Kamishou Ranbu,8.0,Espinoza PLC
Dancing Blade II: Tears of Eden,8.9,Lindsey PLC
Kokoro no Kokoron,5.5,"Johnson, Pollard and Stephens"
Hiiro no Kakera 3: Aoikuro no Kusabi,9.5,Lowe-Hernandez
BeatMania IIDX 13: DistorteD,6.0,Hernandez Inc
Go! Go! Hypergrind,9.2,Smith and Sons
Keshisasu-Kun: Battle Kas-tival,5.2,Edwards-Murphy
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,7.1,"Erickson, Stone and Davis"
Hot Pixel,8.2,"Shaffer, Bishop and Contreras"
Peak Performance,8.7,"Scott, Taylor and Meyers"
Dance Dance Revolution: Hottest Party 5,5.3,Bowen-Flores
Who Wants to be a Millionaire: 2nd Edition,8.7,Johnson-Moss
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,9.1,Estrada PLC
DokiDoki Majo Shinpan! 2,6.4,Blanchard-Combs
S.L.A.I.: Steel Lancer Arena International,8.2,Vaughn-Blackwell
Pet Alien: An Intergalactic Puzzlepalooza,5.3,Harvey-Gonzales
Blokus Portable: Steambot Championship,9.5,Fisher-Watts
Renai Revenge,5.0,"Vaughn, Marquez and Bradshaw"
Zoboomafoo: Leapin' Lemurs!,9.8,Rogers Group
Atelier Shallie Plus: Alchemists of the Dusk Sea,8.3,Johnson and Sons
Dennou Senki Virtual-On Force,8.2,"Walker, Fisher and Estrada"
Sins of a Solar Empire,8.9,Steele-Vargas
Graffiti Kingdom,5.1,"Manning, Page and Ortiz"
Langrisser: Re:Incarnation Tensei,6.1,Chapman Inc
Nettou! Powerful Koushien,7.5,Mendoza-Chapman
Great Edo Blacksmith,7.0,"Myers, Freeman and Smith"
Armored Core SL: Silent Line Portable,8.3,"Alvarez, Smith and Sullivan"
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,9.1,"Madden, Ware and Martinez"
Lethal Enforcers I & II,9.6,Garcia and Sons
Klonoa 2: Dream Champ Tournament,6.2,Wilson PLC
Shantae and the Pirate's Curse,8.9,Clay-Richardson
Minna no Golf Jou Vol.1,9.8,"Smith, Welch and Perez"
The Peanuts Movie: Snoopy's Grand Adventure,8.2,"Hutchinson, Garrison and Green"
Power Rangers Super Megaforce,7.4,"Hudson, Perry and Compton"
Cabela's Big Game Hunter: Pro Hunts,9.9,Werner-Atkinson
Super Collapse! II,5.6,"Mills, Williams and Gonzalez"
Ducati World Racing Challenge,9.7,Nguyen Inc
Pop'n Music 14 Fever!,7.6,Phillips-Cameron
Golden Nugget Casino / Texas Hold 'Em Double Pack,6.5,Kerr LLC
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,9.9,Wong-Moore
Lux-Pain (JP sales),9.3,"Blair, Thomas and Schneider"
Senko no Ronde DUO,6.6,White-Chang
Starshot: Space Circus Fever,9.9,Jackson Ltd
Charlie Blasts Territory,9.6,Graham Group
Big Mountain 2000,8.2,Washington-King
Tokimeki Memorial Girl's Side 1st Love Plus,5.5,Humphrey-Morris
CIMA: The Enemy,7.1,"Hill, Diaz and Henry"
Katekyoo Hitman Reborn! Kizuna no Tag Battle,8.0,Blanchard and Sons
Code Geass: Hangyaku no Lelouch,7.2,Villarreal-Buck
GTR Evolution,8.8,"Romero, Smith and Ramirez"
Hudson x GReeeeN Live!? DeeeeS!?,8.6,"Johns, Hernandez and Jones"
Daibakushou: Jinsei Gekijou,6.8,Faulkner-Wagner
Marble Madness / Klax,8.0,Dudley-Garcia
Downstream Panic!,7.3,Middleton PLC
DJ Max Portable 3,5.3,"Johnson, Michael and Smith"
Suzumiya Haruhi no Chokuretsu,7.5,"George, Pierce and Miller"
The Idolmaster: Gravure For You! Vol. 5,5.3,"Crawford, Waters and Frank"
S.Y.K Renshouden,9.5,Raymond-Stewart
Casino Chaos With Las Vegas Players Collection,5.0,"Salas, Powell and Chambers"
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,7.1,"Bailey, Thompson and Jones"
Konpeki no Kantai,6.5,Jones-Arnold
D.C.I.F.: Da Capo Innocent Finale,6.0,Randall PLC
Galaxy Angel II: Mugen Kairou no Kagi,5.6,Brown-Harris
Nectaris: Military Madness,5.9,Patrick-Mcdonald
Tenka-bito,7.3,"Cantu, Little and Reilly"
BRAHMA Force: The Assault on Beltlogger 9,6.1,"Griffin, Quinn and Mason"
Petz: Dolphinz Encounter,7.6,"Chavez, Jennings and Rodriguez"
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,8.6,"Henry, Allen and Smith"
Samurai Spirits: Tenkaichi Kenkakuden,5.9,Ruiz-Owen
Robo Pit,5.9,"Grant, Wood and Myers"
Emily Archer and the Curse of Tutankhamun,6.8,"Walker, Wright and Allen"
Story Hour: Adventures,6.8,"Williams, Mejia and Miller"
Braid,5.7,"Lopez, Lee and Hardin"
Muv-Luv Alternative: Total Eclipse,8.5,Thompson-White
R-Type III: The Third Lightning,7.5,Williams-Lewis
Hakuouki,5.2,Hill Ltd
"Princess Natasha: Student, Secret Agent, Princess",7.4,Owens PLC
Atomic Betty,7.6,Michael Inc
Monster Hunter Frontier Online: Season 10,6.1,Weiss-Watson
Street Jam Basketball,9.1,Washington PLC
