title,publisher_name,genre_name,year
B-Boy,Sony Computer Entertainment,Misc,2006
Cocoto Kart Racer,Big Ben Interactive,Racing,2004
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,ChunSoft,Adventure,2011
Crazy Chicken: Atlantis Quest,Phenomedia,Platform,2007
Test Drive Le Mans,Infogrames,Racing,1999
Counter Force,505 Games,Shooter,2007
Big Air Freestyle,Atari,Racing,2002
Rimo-Cocoron,Sony Computer Entertainment,Action,2001
Mike Tyson Heavyweight Boxing,Codemasters,Sports,2002
To Love-Ru Trouble Darkness: Battle Ecstasy,FuRyu,Action,2014
The Berenstain Bears and the Spooky Old Tree,Namco Bandai Games,Platform,2005
Lux-Pain,Rising Star Games,Adventure,2008
Ford Bold Moves Street Racing,Xplosiv,Racing,2006
Hakuouki: Bakumatsu Musou Roku,Idea Factory,Action,2012
Mahjong 3D: Warriors of the Emperor,DTP Entertainment,Misc,2011
Hiiro no Kakera DS,Idea Factory,Adventure,2008
March of the Penguins,Zoo Digital Publishing,Adventure,2006
Arcana Famiglia: La storia della Aracana Famiglia,Comfort,Adventure,2011
Tokyo Ghoul: Jail,Namco Bandai Games,Racing,2015
City Life: World Edition,Monte Christo Multimedia,Simulation,2007
The Misadventures of Tron Bonne,Eidos Interactive,Adventure,1999
Hero Bank 2,Sega,Role-Playing,2014
Atelier Ayesha: The Alchemist of Dusk,Tecmo Koei,Role-Playing,2014
Brave Story: New Traveller (jp sales),Sony Computer Entertainment,Role-Playing,2006
Black Jack vs. Matsudajun,Pony Canyon,Misc,2000
Garou Densetsu 3: Road to the Final Victory,SNK,Fighting,1996
Bleach: Soul Carnival,Sony Computer Entertainment,Fighting,2008
Double Dragon Advance,Atlus,Action,2003
Inspector Gadget: Gadget's Crazy Maze,Ubisoft,Puzzle,2001
World Fantasista,SquareSoft,Sports,2002
Yager,THQ,Shooter,2003
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,Nintendo,Misc,2006
Looney Tunes: Cartoon Conductor,Eidos Interactive,Misc,2008
Pool Hall Pro,Playlogic Game Factory,Sports,2009
Nazo Waku Yakata: Oto no Ma ni Ma ni,Capcom,Misc,2011
Choro Q 64 2: Hacha Mecha Grand Prix Race,Takara,Racing,1999
Mighty No. 9,Deep Silver,Platform,2016
Ape Escape,Sony Computer Entertainment,Platform,2010
Activision Anthology,Activision,Misc,2003
LEGO Friends,Warner Bros. Interactive Entertainment,Action,2013
Secret Files: Tunguska,DreamCatcher Interactive,Adventure,2006
Wayne Gretzky's 3D Hockey '98,GT Interactive,Sports,1997
Nanda's Island,Phenomedia,Puzzle,2009
Hakuouki SSL: Sweet School Life,Idea Factory,Adventure,2014
Trigger Man,Crave Entertainment,Shooter,2004
Kimi ni Todoke: Tsutaeru Kimochi,Banpresto,Adventure,2011
Nora to Koku no Koubou: Kiri no Mori no Majo,Atlus,Role-Playing,2011
Short Track Racing: Trading Paint,THQ,Racing,2009
Game no Kanzume Vol 1,Sega,Misc,1994
Rat Attack!,Mindscape,Puzzle,1999
Jewel Master: Cradle Of Rome 2,Rising Star Games,Puzzle,2011
National Geographic Panda (US sales),Ubisoft,Simulation,2008
Danny Phantom: Urban Jungle,THQ,Action,2006
Sotsugyou II: Neo Generation,Riverhillsoft,Simulation,1995
Summon Night Craft Sword Monogatari: Hajimari no Ishi,Banpresto,Role-Playing,2005
The King of Fighters 2002: Unlimited Match,SNK Playmore,Fighting,2009
Art of Fighting Anthology,Crave Entertainment,Fighting,2006
Rapala Trophies,Activision,Sports,2006
Phoenix Wright: Revived Turnabout,Capcom,Misc,2008
Mana Khemia: Alchemists of Al-Revis (JP sales),Nippon Ichi Software,Role-Playing,2007
Runaway: A Twist of Fate,Focus Home Interactive,Adventure,2009
Cheer We Go!,Natsume,Misc,2010
The Hustle: Detroit Streets,Activision,Sports,2006
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,Sega,Misc,1995
Tomoyo After: It's a Wonderful Life CS Edition,Prototype,Adventure,2009
Guilty Gear XX Accent Core,Unknown,Fighting,2007
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,Success,Misc,2005
Atelier Escha & Logy: Alchemists of the Dusk Sky,Tecmo Koei,Role-Playing,2015
Millipede / Super Breakout / Lunar Lander,Zoo Digital Publishing,Misc,2005
World Trigger: Borderless Mission,Namco Bandai Games,Action,2015
Disney's Donald Duck: Goin' Quackers,Ubisoft,Platform,2002
Assault Rigs,Electronic Arts Victor,Action,1996
World Championship Spelling,505 Games,Misc,2010
Yes! PreCure 5,Namco Bandai Games,Action,2007
Bionicle Heroes,Eidos Interactive,Shooter,2007
Exist Archive: The Other Side of the Sky,Aksys Games,Role-Playing,2015
Honda ATV Fever,Storm City Games,Racing,2010
Operation Flashpoint: Elite,Codemasters,Shooter,2005
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,Tecmo Koei,Misc,2016
"Roswell Conspiracies: Aliens, Myths & Legends",Red Storm Entertainment,Action,2001
Front Mission,Square Enix,Strategy,2007
Sekai no Gohan Shaberu! DS Oryouri Navi,Nintendo,Misc,2008
Rugby Challenge 3,Alternative Software,Sports,2016
Boktai 2: Solar Boy Django,Konami Digital Entertainment,Role-Playing,2004
Praetorians,Eidos Interactive,Strategy,2003
Nobunaga's Ambition (3DS),Tecmo Koei,Simulation,2013
Angelique Duet,Tecmo Koei,Strategy,1998
Shin Fortune Quest: Sokutaku no Kishi,Media Works,Misc,1996
Crushed Baseball,Summitsoft,Sports,2004
Dark Arena,THQ,Shooter,2002
Just Sing! Vol. 2,PQube,Misc,2011
IL-2 Sturmovik: 1946,Ubisoft,Simulation,2006
Jerry Rice and Nitus' Dog Football,Tommo,Sports,2011
TOCA Race Driver 2,Codemasters,Racing,2004
I.Q. Remix+: Intelligent Qube,Sony Computer Entertainment,Puzzle,2000
Sébastien Loeb Rally Evo,Milestone S.r.l,Racing,2016
Growlanser,Atlus,Role-Playing,2009
Trollz: Hair Affair!,Ubisoft,Misc,2005
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,Paon,Misc,2007
Grand Slam,Virgin Interactive,Misc,1997
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,Namco Bandai Games,Action,2009
The King of Fighters 2000,Playmore,Fighting,2002
M&M's Beach Party,Zoo Digital Publishing,Misc,2009
Dead Head Fred,D3Publisher,Action,2007
D.C.F.S.: Da Capo Four Seasons,Kadokawa Shoten,Adventure,2005
Hyperdimension Neptunia mk2,Compile Heart,Action,2014
Hanayori Danshi: Koi Seyo Onago,Konami Digital Entertainment,Adventure,2008
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Nintendo,Misc,2009
Sonic the Hedgehog 2 (8-bit),Sega,Platform,1992
Rogue Trooper,Eidos Interactive,Shooter,2006
Spy Fiction,Sega,Action,2003
R.B.I. Baseball 2016,MLB.com,Sports,2016
Justice League: Chronicles,Midway Games,Platform,2003
Resident Evil Director's Cut,Capcom,Action,2006
Doko Demo Issho: Let's Gakkou!,Sony Computer Entertainment,Misc,2006
Monster Trux Arenas: Special Edition,Popcorn Arcade,Racing,2007
Conflict: Desert Storm II - Back to Bagdhad,SCi,Shooter,2004
Top Gun,505 Games,Simulation,2006
B's-LOG Party♪,Idea Factory,Adventure,2010
Chicken Shoot,Zoo Digital Publishing,Action,2005
Dai Senryaku VII: Modern Military Tactics,Kool Kizz,Strategy,2003
White Album 2: Shiawase no Mukougawa,Aqua Plus,Adventure,2012
Painkiller: Hell & Damnation,Nordic Games,Shooter,2013
Go Go Ackman 3,Banpresto,Platform,1995
Advance Guardian Heroes,Ubisoft,Role-Playing,2004
Casual Mania!,Foreign Media Games,Puzzle,2010
Castle of Shikigami III,PQube,Shooter,2007
Star X,BAM! Entertainment,Shooter,2002
Jewel Quest 5: The Sleepless Star,Astragon,Action,2011
The King of Fighters Kyo,SNK Playmore,Fighting,1998
Yowamushi Pedal,Namco Bandai Games,Action,2015
WarTech: Senko no Ronde,Ubisoft,Fighting,2006
Record of Agarest War: Marriage,Compile Heart,Role-Playing,2012
San-X Land: Theme Park de Asobou!,MTO,Action,2006
Corpse Party: Book of Shadows,5pb,Adventure,2011
428: Fuusa Sareta Shibuya de,Spike,Adventure,2009
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,Konami Digital Entertainment,Adventure,2006
Starry ? Sky: After Spring,Aqua Plus,Misc,2009
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,Takara Tomy,Action,2008
Mechanic Escape,D3Publisher,Platform,2012
Twilight Syndrome: Kinjiratera Toshi Densetsu,Spike,Adventure,2008
True Love Story 3,Enterbrain,Simulation,2001
The Smurfs,Infogrames,Action,1998
Strike Force Bowling,Crave Entertainment,Sports,2004
Chessmaster,Ubisoft,Misc,2002
Blood Will Tell: Tezuka Osamu's Dororo,Sega,Adventure,2004
The Kore Gang,Flashpoint Games,Platform,2010
Red Ninja: End of Honor,Vivendi Games,Action,2005
Kanuchi: Shiroki Tsubasa no Shou,Idea Factory,Adventure,2008
Summer Athletics 2009,49Games,Sports,2009
SX Superstar,Acclaim Entertainment,Racing,2003
Katekyoo Hitman Reborn! Battle Arena,Marvelous Interactive,Fighting,2008
Saint Seiya: The Hades,Namco Bandai Games,Fighting,2006
Saki Portable,Alchemist,Adventure,2010
Riding Stables: The Whitakers present Milton and Friends,DTP Entertainment,Sports,2011
Naruto Shippuuden: Shinobi Retsuden III,Takara Tomy,Action,2009
Metal Gear Solid: Digital Graphic Novel,Konami Digital Entertainment,Misc,2006
Free Running,Reef Entertainment,Sports,2009
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,Namco Bandai Games,Simulation,2013
SPRay,Tecmo Koei,Action,2008
No Rules: Get Phat,TDK Mediactive,Action,2001
Battle Rage,Popcorn Arcade,Shooter,2008
Zombi Daisuki,ChunSoft,Action,2011
Igor: The Game,Legacy Interactive,Adventure,2008
Card Fight!! Vanguard G: Stride to Victory!!,FuRyu,Misc,2016
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",Marvelous Interactive,Adventure,2006
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,FuRyu,Action,2014
Challenge Me: Maths Workout,Oxygen Interactive,Puzzle,2009
The Invincible Iron Man,Activision,Action,2002
Refrain no Chika Meikyuu to Majo no Ryodan,Nippon Ichi Software,Action,2016
Dance Dance Revolution Disney Mix,Konami Digital Entertainment,Simulation,2000
Maken Shao: Demon Sword,Midas Interactive Entertainment,Action,2001
Playmobil Top Agents,JoWood Productions,Action,2010
The Monkey King: The Legend Begins,Starfish,Shooter,2007
Super Robot Taisen OG Infinite Battle,Namco Bandai Games,Fighting,2013
Scaler,Global Star,Platform,2004
BeatMania IIDX 16: Empress + Premium Best,Konami Digital Entertainment,Simulation,2009
FIFA Soccer 2003 (weekly jp sales),Electronic Arts,Sports,2002
Emergency Room: Real Life Rescues,505 Games,Simulation,2009
High Heat Baseball 2002,3DO,Sports,2001
Puyo Pop Fever,Ignition Entertainment,Puzzle,2004
Hana to Ikimo no Rittai Zukan,Nintendo,Misc,2011
Bloody Roar Extreme,Hudson Soft,Fighting,2003
Platinum Sudoku,Ubisoft,Puzzle,2007
Tennis Masters Series 2003,Microids,Sports,2002
The Sims Deluxe,Electronic Arts,Simulation,2002
Port Royale 2,Ascaron Entertainment GmbH,Strategy,2004
Amagami,Kadokawa Games,Adventure,2014
Duke Nukem Trilogy: Critical Mass,Deep Silver,Shooter,2011
Pocket Pool,Conspiracy Entertainment,Action,2007
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,Sega,Misc,2005
Lise no Atelier: Ordre no Renkinjutsushi,Gust,Role-Playing,2007
Black & White,Electronic Arts,Strategy,2001
The Cube,Funbox Media,Action,2012
Company of Heroes: Tales of Valor,THQ,Strategy,2009
Myth Makers: Trixie in Toyland,Popcorn Arcade,Platform,2008
Breath of Fire III,Capcom,Role-Playing,2005
Amnesia,Idea Factory,Adventure,2011
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,Nintendo,Misc,2006
Fashion Week Jr. Designer,505 Games,Simulation,2009
Jewel Quest Mysteries 2: Trail of the Midnight Heart,Unknown,Puzzle,2011
Sherlock Holmes: Secret of The Silver Earring,Focus Home Interactive,Adventure,2010
Great Battle Full Blast,Namco Bandai Games,Action,2012
Guilty Gear XX Accent Core,505 Games,Fighting,2007
Hitman (2016),Square Enix,Action,2016
World Poker Tour,Take-Two Interactive,Misc,2006
Doki Doki! PreCure Narikiri Life!,Namco Bandai Games,Action,2013
Gravity Falls: Legend of the Gnome Gemulets,Ubisoft,Action,2015
Watashi no Relaxuma,Rocket Company,Simulation,2007
Phantom Kingdom Portable,Nippon Ichi Software,Role-Playing,2011
Way of the Samurai 2 Portable,Spike,Action,2009
Heroes of Might and Magic V,Ubisoft,Strategy,2006
Mazes of Fate DS,Graffiti,Role-Playing,2008
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,Namco Bandai Games,Misc,2008
Mortimer Beckett and the Secrets of Spooky Manor,Avanquest,Puzzle,2008
Farm Frenzy 3,Alawar Entertainment,Strategy,2009
Little Busters! Converted Edition,Prototype,Adventure,2010
Unison: Rebels of Rhythm & Dance,Tecmo Koei,Misc,2000
WTF: Work Time Fun,Sony Computer Entertainment,Puzzle,2005
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,Konami Digital Entertainment,Sports,2007
Dark Half,Enix Corporation,Role-Playing,1996
Nitroplus Blasterz: Heroines Infinite Duel,Marvelous Interactive,Fighting,2015
Imperial Glory,Eidos Interactive,Strategy,2005
Lionel Trains: On Track,DSI Games,Action,2006
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,Konami Digital Entertainment,Simulation,2008
Shukufuku no Campanella Portable,Kadokawa Shoten,Adventure,2010
The Wolf Among Us,Telltale Games,Adventure,2011
Sonic PC Collection,Sega,Misc,2009
Horses 3D,Ubisoft,Misc,2012
Yourself Fitness,responDESIGN,Sports,2005
Chaos;Head - Love Chu*Chu!,5pb,Adventure,2011
Paws & Claws: Regal Resort,THQ,Simulation,2010
12Riven: The Psi-Climinal of Integral,CyberFront,Adventure,2008
Battle Spirits: Digital Starter,Namco Bandai Games,Role-Playing,2010
Rise of Nations,Microsoft Game Studios,Strategy,2003
Deadliest Warrior: Ancient Combat,Cloud Imperium Games Corporation,Fighting,2012
WarJetz,3DO,Shooter,2001
Breeding Stud 2,Konami Digital Entertainment,Sports,1998
Banushi Life Game: Winner's Circle,Genki,Sports,2007
Gakuen Hetalia Portable,Idea Factory,Adventure,2011
Gitaroo Man Lives!,Tecmo Koei,Misc,2006
Chibi Maruko-Chan DS: Maru-Chan no Machi,Namco Bandai Games,Puzzle,2009
Capcom Fighting Evolution,Capcom,Fighting,2005
Company of Heroes: Opposing Fronts,THQ,Strategy,2007
Novastorm,Psygnosis,Shooter,1995
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,Spike,Role-Playing,2012
PopCap Arcade Vol 1,PopCap Games,Puzzle,2007
Dead Ball Zone,GT Interactive,Sports,1998
Men of War: Vietnam,Unknown,Strategy,2011
NBA In The Zone '99,Konami Digital Entertainment,Sports,1998
Winning Post World 2010,Tecmo Koei,Sports,2010
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,Namco Bandai Games,Action,2010
SWAT: Target Liberty,Vivendi Games,Shooter,2007
Haunted Casino,Societa,Adventure,1996
World Series Baseball,Sega,Sports,1994
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,Konami Digital Entertainment,Action,2012
Aeon Flux,THQ,Action,2005
Summer Challenge: Athletics Tournament,PQube,Sports,2011
S.Y.K Renshouden Portable,Idea Factory,Adventure,2011
Metal Max Returns,Data East,Role-Playing,1995
Shattered Union,Take-Two Interactive,Strategy,2005
Off-Road Drive,1C Company,Racing,2011
Hanaoni: Yume no Tsudzuki,Idea Factory,Action,2012
Harley-Davidson: Road Trip,Destineer,Racing,2010
Gal*Gun,Alchemist,Shooter,2011
GoGo's Crazy Bones,GameMill Entertainment,Action,2012
MLB 2K12 / NBA 2K12 Combo Pack,Take-Two Interactive,Sports,2012
Grand Theft Auto: Vice City,Take-Two Interactive,Action,2003
Ookami Kakushi,Konami Digital Entertainment,Action,2009
Zen-Nippon GT Senshuken,Banpresto,Racing,1995
North American Hunting Extravaganza 2,Unknown,Sports,2010
City Builder,Virtual Play Games,Misc,2010
PD Ultraman Battle Collection 64,Namco Bandai Games,Strategy,1999
Monaco Grand Prix,Ubisoft,Racing,1999
Worms Armageddon,Infogrames,Strategy,1999
Rally Challenge 2000,Imagineer,Racing,1999
Looney Tunes Duck Dodgers Starring: Daffy Duck,Infogrames,Platform,2000
Superman: Countdown to Apokolips,Atari,Platform,2003
Deadly Arts,Konami Digital Entertainment,Fighting,1998
Kikou Heidan J-Phoenix 2,Takara,Action,2003
Sengoku Musou 3 Z Special,Ackkstudios,Action,2012
Dragon's Lair 3D: Return to the Lair,THQ,Platform,2002
Harukanaru Toki no Naka de 5,Tecmo Koei,Role-Playing,2011
Meteos: Disney Magic,Disney Interactive Studios,Puzzle,2007
Worms 4: Mayhem,Codemasters,Strategy,2005
Samurai Warriors 2: Empires,Tecmo Koei,Action,2007
Super Black Bass Fishing,Majesco Entertainment,Sports,2005
Point Blank 2,Namco Bandai Games,Shooter,1998
Test Drive: Ferrari Legends,Unknown,Racing,2012
Saru! Get You! Pipo Saru Senki,Sony Computer Entertainment,Role-Playing,2009
Infamous: First Light,Sony Computer Entertainment,Action,2014
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,Sega,Sports,2013
Imabikisou,Sega,Adventure,2007
Logic Machines,City Interactive,Puzzle,2009
Hakuouki: Reimeiroku Portable,Idea Factory,Adventure,2011
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,Sega,Shooter,2008
Antz Extreme Racing,Empire Interactive,Racing,2002
Motto TOEIC Test DS Training,IE Institute,Misc,2008
Super Robot Gakuen,Namco Bandai Games,Adventure,2009
Atelier Iris 3: Grand Phantasm (JP Sales),Tecmo Koei,Role-Playing,2006
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,Happinet,Adventure,2014
Empire Earth III,Vivendi Games,Strategy,2007
Mike Tyson Boxing,Ubisoft,Sports,2002
Jojo's Fashion Show: Design in a Dash!,Ubisoft,Simulation,2009
The Legend of Heroes: Trails in the Sky First Chapter,Falcom Corporation,Role-Playing,2012
Go Diego Go!: Safari Rescue,Take-Two Interactive,Action,2008
Deal or No Deal: Special Edition,Zoo Games,Misc,2010
Clannad,Interchannel,Adventure,2006
Fisherman's Challenge,Konami Digital Entertainment,Sports,2003
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,Marvelous Interactive,Fighting,2009
Akko ni Omakase! Brain Shock,Taito,Misc,2006
Guild Wars Trilogy,NCSoft,Role-Playing,2005
Patrician IV,Kalypso Media,Strategy,2010
King of Fighters: Maximum Impact Regulation A,SNK Playmore,Fighting,2007
Who Wants to be a Millionaire: 1st Edition,Ubisoft,Misc,2007
Date A Live: Rine Utopia,Compile Heart,Adventure,2013
Durarara!! 3way Standoff: Alley,Kadokawa Shoten,Adventure,2011
Fritz Chess,Deep Silver,Strategy,2009
Famicom Mini: Clu Clu Land,Nintendo,Puzzle,2004
Metal Slug XX,DHM Interactive,Shooter,2009
Sacred Blaze,Flight-Plan,Strategy,2009
Rollin' Rascals,Rising Star Games,Puzzle,2009
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,Namco Bandai Games,Misc,2007
Thoroughbred Breeder II Plus,Hect,Simulation,1995
Pure Pinball,XS Games,Misc,2004
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,Idea Factory,Adventure,2011
Zac to Ombra: Maboroshi no Yuuenchi,Konami Digital Entertainment,Adventure,2010
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Namco Bandai Games,Fighting,2010
Shadow of the Colossus,Sony Computer Entertainment,Action,2011
Phantom Breaker,5pb,Fighting,2011
Gummy Bears Mini Golf,Unknown,Sports,2010
Brothers In Arms DS,Ubisoft,Shooter,2007
Valhalla Knights 2: Battle Stance,Marvelous Interactive,Role-Playing,2009
99 no Namida,Namco Bandai Games,Adventure,2008
Clannad,Prototype,Adventure,2008
Cyber Troopers Virtual-On Marz,Sega,Fighting,2003
Headhunter: Redemption,Sega,Action,2004
Ookami to Koushinryou: Boku to Horo no Ichinen,ASCII Media Works,Adventure,2008
Bomberman: Act Zero,Konami Digital Entertainment,Puzzle,2006
Stuntman,Atari,Racing,2003
Time Travelers,Unknown,Adventure,2012
The Chase: Felix Meets Felicity,Atari,Action,2009
Stoked: Big Air Edition,Namco Bandai Games,Sports,2009
Syndicate Wars,Electronic Arts,Strategy,1997
Draglade (JP sales),505 Games,Fighting,2007
Herc's Adventures,Virgin Interactive,Action,1997
Tiger Woods PGA Tour Golf,Ubisoft,Sports,2002
Twin Strike: Operation Thunder,Zoo Games,Shooter,2008
All Points Bulletin,Electronic Arts,Role-Playing,2010
The Movies,Activision,Simulation,2005
SuperCar Challenge,System 3 Arcade Software,Racing,2009
Dreamfall: The Longest Journey,Empire Interactive,Adventure,2006
The Sims 4: Spa Day,Electronic Arts,Simulation,2015
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,Sonnet,Misc,1995
Yuki Yuna is a Hero: Memory of the Forest,FuRyu,Action,2015
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,Namco Bandai Games,Misc,2005
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,Nippon Ichi Software,Adventure,2010
Zatch Bell! Mamodo Fury,Namco Bandai Games,Fighting,2005
PopStar Guitar,XS Games,Misc,2008
Haikyu!! Cross Team Match!,Namco Bandai Games,Adventure,2016
NHL Blades of Steel 2000,Konami Digital Entertainment,Sports,1999
Outlaw Volleyball Remixed,Global Star,Sports,2004
The Adventures of Darwin,Essential Games,Strategy,2006
